text	location	lon	lat	lat2	lon2	day
Trying to capture falling leaves on this cold cold day. http://t.co/y1QnD4piG5	California & Germany  	6.686105	51.257879	36.778261	-119.4179324	7
when the weather clears, that sweatshirt weather won't keep you warm like I do	Orange County	-117.8345927	33.7747373	33.7174708	-117.8311428	7
Fire alarms in winter are just child cruelty	Kirkcaldy, Scotland. 	-3.13322776	56.12491116	NA	NA	7
_”_____ç ‹ä_µ_è_Ž______Í¾_ÍÙ‘ (@ Š“©my cozy nestŠ“©) http://t.co/NUgRzKYkAT		104.3038005	52.22420089	NA	NA	7
It's the calm before the storm #YolandaPH		121.0668677	14.52526566	NA	NA	7
Wallet, gloves+correspondence-stuffed trunk of Regency dandy Scope Davies - also accounts book for his tennis coach. #BLGeorgians	Yorkshire & London	-0.12985	51.53195	NA	NA	7
Gmbr passport ariana. Tpksa balut dia dgn scarf coz kedutaan kat sini x bg amik gmbr pakai bj kalerŠ—_ http://t.co/pkQ1MjrmwC	Johor Bahru, Malaysia	-0.15261769	51.49990717	NA	NA	7
Let it rain... #no_work		27.2163	-25.62865	NA	NA	7
i think im just warm up then go to tutoring lol,	c/o 2015	-97.06733165	32.70181185	NA	NA	7
rain rain rain. keep safe everyone! :)	Bacolod Hometown: Dasma,Cavite	122.9589957	10.7	NA	NA	7
@Woody_Haze 10 generals/admirals fired, troops demoralized and eating cold meals, shoddy equipment, Obama has no experience and won't listen	Twin Falls	-114.4881233	42.59614205	NA	NA	7
Shoulda worn my rain boots this mornin Š…”´Ù		-77.36490877	35.60650405	NA	NA	7
@Blessed_Booty Lil Y not don't leery the media kill your windy city visit lmao	In Chicago Clockin' No 9-5..	-87.72609164	41.87951396	NA	NA	7
how tf did it get this cold		-97.70973229	30.51509898	NA	NA	7
Yaaaaaaaaaaah ya abd el samad #rain	Cairo,Egypt	31.34297792	30.05884755	NA	NA	7
The feeling when you want to be sands who disappear when the wind blow~	Cianjur-Bandung PulangPergi	107.58553	-6.86167	NA	NA	7
Your love leaves me over time and you know my heart by heart #lyrics	Bandung, West Java	107.6290396	-6.9742514	NA	NA	7
Here's your workout 4 today since it's cold.Inside:25 squats w/weights 25 push ups 25 sit ups hold plank 1min repeat 3 times @sherriseymore	Dallas/FTW	-97.68969292	32.44701748	NA	NA	7
It's cold blood in a nigga streets left no love in a nigga.Í¾_Í_À		-80.00135419	35.97453564	NA	NA	7
I'm cold... Oh wait... It's just my chat filled with cold replies	Anfield	101.5934654	3.04602438	NA	NA	7
is it really even possible for it to be this cold		-111.8912833	40.7194271	NA	NA	7
Thank you storm for waking me up. Thanks		-122.4858866	48.72881016	NA	NA	7
cold coke is the best coke	mathews. obx. rva.	-76.39611305	37.44435884	NA	NA	7
it's actually so cold I don't understand	Maine	-90.12697112	29.94050196	NA	NA	7
I hate getting dressed in the morning and switching out of my warm clothes and into cold ones.	Winnetka, CA	-118.571302	34.19881398	NA	NA	7
Fuck this rain		-74.0666536	40.12979453	NA	NA	7
Too warm in this class	El Monte	-118.0217669	34.09335556	NA	NA	7
Our store smells like the holidays. Come grab some apple cider on this chilly day. @ in.gredients http://t.co/L6KWxNrE3g	Austin, TX	-97.7146292	30.28523665	NA	NA	7
PA rain shadows @ Port Angeles Harbor http://t.co/Bf5LgAgTPi	Bainbridge Is., WA	-123.4525105	48.12706645	NA	NA	7
This cold front is awesome :)	Mission,Texas	-98.3137529	26.2273119	NA	NA	7
"white girl seasons...

Yoga Pants (Mar - Jun)

Pedicures (Jun - Sep)

Pumpkin Spice lattes (Sep - Dec)

Uggs (Dec - Mar)"	NYC 	-73.93204606	40.79619126	NA	NA	7
Reason why i cnt count d Number or D quantity of my luv 4 u  is bcus I can't count the drop of the rain and D quantity of an ocean .	I live on ur mind,check It...	3.33386	6.49405	NA	NA	7
Í¾_ÍÙ”Í¾_ÍÙâI am not ready for emblem3 to be on the Macy's Thanksgiving parade or the lighting of the Rockefeller christmas tree! Í¾_Íç–Í¾_Í_ÄÍ¾_Í_Ü	PA/FL	-81.325908	29.0364328	NA	NA	7
@Itsalondra13 tu pumpkin lol XD I love how you say that	Houston TX, Salvadore’±a 	-95.56612987	29.69938863	29.7601927	-95.3693896	7
@WCtoburlesque I totally agree my day has been brightened up just chatting to you :) the rain has been boring lol	Kingston, New York	-73.9776227	41.93781551	41.9270367	-73.9973608	7
What I hate the most: Driving in the rain. Š…”´ÙÍ¾_Í±_Í¾_ÍÙ_		-74.04315116	40.28444103	NA	NA	7
tennis training at 8:00 in the cold bring it on hard work pays of #tennis @HantsIOWTennis #BacktheBrits Í¾_Í__Í¾_ÍàŒÍ¾_Íà_	South Coast / Great Britain	-0.96621157	50.85137739	57.860373	-5.504852	7
The last time I had to walk home like this was when it was snowing and freezing cold so it could be worse	brighton	-0.10623266	50.81422486	50.82253	-0.137163	7
I put an insane amount of fresh garlic and ginger in this soup. It's hard to eat. Hopefully it will get rid of this damned cold.	chicaggro	-87.66649383	41.953957	NA	NA	7
A little rain and everyone drives like a pu55y		-73.97652383	40.76534919	NA	NA	7
If it's doing this rain snow mixture when I have to go to class I'm not going Í¾_Í_Ä	Northern Cambria	-79.15803932	40.61672734	40.6592342	-78.7816937	7
Change is in the air, winter is coming. Let me be your fire in the cold. The change is active, the love is massive. All I want to do is grow	Georgia	-84.38792052	33.7760856	32.1574351	-82.907123	7
Š—“@QueenAshi: According to CNN Yolanda has been named strongest storm on the planet. #PrayForThePhilippinesŠ— grabeÍ¾_ÍÙ_Í¾_ÍÙ_	PilipiNASH * friendstahŠ“å	120.9748867	14.71992999	NA	NA	7
I want snow		-85.76843994	42.98599924	NA	NA	7
Acting up at #werk... It's cold outside! @ Drybar http://t.co/NaUBXBGTIe	from BAMA 2 CALI back to ATL	-84.384056	33.84070501	NA	NA	7
So Starbucks can make an iced coffee with the holiday latte flavors...I'm so excited and  basically a common white gurl	New Jersey, United States	-77.08578478	38.93357034	NA	NA	7
Definitely need to go skiing this winter	Minneapolis	-93.36253193	44.846441	NA	NA	7
I'm at Sunny Isles Florida (sunny isles, FL) http://t.co/WA35kxY4m0	Miami Beach, Florida	-80.12158071	25.93653556	NA	NA	7
It's abit chilly		-1.90288965	52.53531075	NA	NA	8
Finally warmÍ¾_ÍÙ_		-122.1840113	47.74717474	NA	NA	8
Š—“@Camfield17: So happy @CostaCoffee is selling white hot chocolate! #yum #teamcostaŠ— Í¾_ÍÙÀÍ¾_ÍÙÀ		-0.93720916	51.44948234	NA	NA	8
@sweaterpuppiez thank u im channeling positive vibes i will manifest it using my brain waves!		-118.3974696	33.9417422	NA	NA	8
Coffee + hot chocolate mix Í¾_ÍÙ Í¾_ÍÙ Í¾_ÍÙ 	Texas	-101.8874655	33.59630377	31.9685988	-99.9018131	8
I just want my baby here.. /: I need his warm comfort.		-104.7938675	39.67795014	NA	NA	8
it was too cold at that jr high game	Call, TX	-93.9066191	30.6159825	30.6124261	-93.8743461	8
Whenever "Till the World Ends" comes on, I just wanna jump like a maniac and dance in the rain. #senioryear @c_ry33 @ifluluhadatwitt	New York City	-73.9803574	40.75424306	40.7143528	-74.0059731	8
@binky_clark I bet you were warm		-76.0567692	36.88987191	NA	NA	8
88- you're cold at football! We don't talk much but you're cool		-96.63222958	28.59952896	NA	NA	8
I wish tomorrow was Thanksgiving.	Somerset, New Jersey 	-74.48598135	40.48297696	40.5292099	-74.6400432	8
In the Beechworth Bakery, if this place isnŠ—Èt famous, it should be! Bakery of bakeries, best one weŠ—Ève come across on our holiday - WOW!	Legana, Tasmania	146.6873568	-36.35986328	-41.3649247	147.0420235	8
"I'm gonna store you in my phone as 'liquid nitrogen' cause thats how cold you are!" Í¾_ÍÙä Aziz!	Columbus, OH	-82.99807882	39.99656414	39.9611755	-82.9987942	8
I do "the most" with the goal of achieving "the most."  Peace, quiet, snow, cold air and deepŠ—_ http://t.co/rlMmGXkvlK	Colorado Springs by way of NY	-106.8295883	39.20117424	40.7143528	-74.0059731	8
@mampher and as long as its cold my friend.	Albertson nc	-77.72931807	35.08407457	35.1142837	-77.81887	8
That wind got mad at a brother for tryna leave ..damn near blew me back in my dorm	Chatham,VA	-76.31553284	36.88632001	36.8256943	-79.3980806	8
I'm getting sleepy &amp; cold now		-76.63870244	39.3055017	NA	NA	8
@or_rain nah, he wears $100 tshirts, not comfy sweaters	from ny to la	-118.3497899	34.06852343	NA	NA	8
My off season training is honestly, just as important as the season!	In Gods Hands	-117.6449121	34.0505247	NA	NA	8
I hate any holiday now. I just hope it passes. It's just another day now		-76.75738986	39.0190792	NA	NA	8
@_JuicyFruitXx that's cold medicine	RydaLyfe	-90.48219991	30.09351003	NA	NA	8
Wow, such rain. http://t.co/TSJ82UZ83I	Pekanbaru, Indonesia	106.8322275	-6.22047797	NA	NA	8
had my heater on since I passed out, and my room is still cold.	Dirty Souffff	-97.30463893	28.14522038	NA	NA	8
awoke to my nose feeling ice cold .	Glen-whore, Kilkenny, Ireland	-7.0521954	52.3289067	NA	NA	8
Bye2 Terengganu #terengganu #businesstrip #holiday ŠÈÇ @ Awana Kijal Golf, Beach &amp; Spa Resort http://t.co/FZBZFDH0h3	Malaysia	103.4403142	4.48266906	NA	NA	8
But I'm not complaining because it's cold as hell outside	The Town Š“_Š“_ JB	-90.67424708	35.84548107	NA	NA	8
This hot chocolate is everything tho Í¾_Í±‘	California	-72.42630911	40.8845329	NA	NA	8
#Autumn #leaves @ Red Cross Hut http://t.co/qohRLJj0eO	Hampshire, UK	-0.84865957	51.33439373	NA	NA	8
@Aggerscricket should be back in melton nice and sunny here	South Witham Lincs England	-0.63264	52.90658	NA	NA	8
Pretty sure all 4 of us are spooning in the bed tonight. It's too cold to have it any other way.		-91.80786964	29.95491099	NA	NA	8
I need some hug. So cold.	Mexico.	120.65433	15.11225	NA	NA	8
Looks like the rain is about to pour any time now. Í¾_ÍÙ±Í¾_ÍÙçŠ…”´Ù @ Timog Ave., Quezon City http://t.co/ofm6mShynD	Philippines	121.045571	14.63345017	NA	NA	8
It got really cold in my room all of a sudden...	Ohio, United States	-82.88551366	38.79090264	NA	NA	8
FUCK!  I gotta find my scarf. (@ Ridgewood Bus Station) http://t.co/P79y3BI4gL	Ridgewood, NJ	-74.11816065	40.97925399	NA	NA	8
@Tesoliciouz @ddazny @IamResqPorter lol mA Dad jus ask me that do I wnt a cold drink..lol com on Dad ITS FRIDAY	Pretoria,South Africa	29.27731	-24.40913	NA	NA	8
@chapman_rachael have u seen what its doing in Mexico am taking my rain mac		-1.35332781	53.09127729	NA	NA	8
*rain* kamar pun tergenang.. (at My room) Š—” https://t.co/AXY7FwQyEC	indonesia	98.61273	3.59706	NA	NA	8
šÙ šÙ±šÙÈšÙÈšÙµš__š__šÙ“šÙšÙéšÙ_šÙ¢šÙ_šÙ±šÙöšÙ_šÙ±šÙÈšÙÈšÙµš__ šÙ”šÙ_šÙ”šÙµšÙšÙ±š__šÙš_æ RT @fresh_rimp: 131108 airport sunny http://t.co/qJa2uUs54B		102.8217967	16.44097438	NA	NA	8
If you wind me up expect I get it back! Dot cry about you you pathetic twat!	Chepstow,Wales,United Kingdom	-2.6599474	51.6417335	NA	NA	8
In a storm in my best dress. Fearless. @taylorswift13 #np	MNL PH	120.99217	14.6013	NA	NA	8
The sun lied and told me it was warm		-76.11214423	36.80500756	NA	NA	8
The wind is really blowing hard.	Neverwhere	121.01384	14.46438	NA	NA	8
@HuffPostTaste our #growpol enables anyone to grow their own food too! Practical #holiday gift. #nutrition #health #growyourown #food	Florida	-82.1020242	29.15371174	NA	NA	8
hot papermint tea for the cold night @ Abuba Steak http://t.co/hfQK8MqX3X	bandung	107.6144743	-6.89942697	NA	NA	8
So far my trip to the West Country has consisted of a tour of tea shops but they have been very nice tea shops. #glastonbury #rain	SE21	-2.62003876	51.02163212	NA	NA	8
I have drank about a gallon of orange juice in the past 24hrs in order to OD on vitamin C in order to feel better from this flu/cold I got	Florida&Harlem	-80.3851896	25.85459449	NA	NA	8
Rain rain and rain...	bandung	99.9402748	-0.4012624	NA	NA	8
cold asf		-80.35645765	33.85380856	NA	NA	8
Keeping my fingers crossed for today!! Could use a winter break pronto! @WABocaResort  #pinkrink		-73.9557098	40.7794341	NA	NA	8
@DavidOlmos2 He's less cold natured than people here believe it or not lol	Winfield, WV	-81.90070498	38.52720746	NA	NA	8
Get on over to #WoodlandsApt clubhouse to drop off your lightly used or new winter coats! @TASC_Force #staytuned http://t.co/9qokFCkbBZ		-83.97057609	35.83164609	NA	NA	8
i hate rain but i want to move to england	b i r d c a g e + beau/5	24.91191168	60.15886293	NA	NA	8
This wind needs to go	Plaquemine, Louisiana	-91.21646118	30.26189613	NA	NA	8
This cold makes it so hard to get out if bed but I have shit to do today	new jersey 	-74.11411341	40.6637434	NA	NA	8
Why is my house so damn cold in the mornings?!	in NorCal we say hella.	-121.3930962	38.62865988	NA	NA	8
@BritishGas @feline_one They left my tenants in the cold, ripped me off hundreds 4 a boiler repair that a day later we had to scrap! BEWARE	UK	0.89747049	51.90952063	55.378051	-3.435973	8
It's really windy out here guys! @ LinkSmart, Inc. http://t.co/L9Xf7jQZEy	Colorado	-105.2804989	40.01600792	39.5500507	-105.7820674	8
and the snow is here	Maine	-68.68598501	44.91015298	45.253783	-69.4454689	8
I'm cold in Phoenix, how am I going to survive in New Mexico?! Í¾_Í__	 Phx, AZ | Crownpoint, NM	-112.0721477	33.45393095	35.6780769	-108.1511785	8
Not a fan of playing football in the rain Í¾_ÍÙ_Í¾_Í±_Š__	hoddesdon	-0.00899505	51.77088952	51.760007	-0.015042	8
And Thanksgiving........ Oh my my my	California	-118.0727627	34.5672482	36.778261	-119.4179324	8
Pretty sure every white girl at Hanover broke out the uggs today	Wilmington, NC	-77.93271476	34.23785668	34.2257255	-77.9447102	8
You know it's cold outside when you walk outside and it's cold outside. . .	Baltimore, MD	-80.97981749	34.90524588	39.2903848	-76.6121893	8
@beltedkingfish might know me better than anyone else. chocolate croissants are the cure for the common cold Š_´Ù		-87.93464137	43.04204588	NA	NA	8
Š—“@emilee_kayyy: I love being in the holiday spirit and buying gifts for all the wonderful people in my life Í¾_Í_Í¾_Í_ÜÍ¾_Í_ÄÍ¾_Í_Š— I'll take a gas card....Í¾_Í_	Michigan	-83.87898428	43.59424776	NA	NA	8
The silence after the storm .	Philippines	122.5579523	10.71627754	NA	NA	8
@Plumm_bum it blows more than wind lol	Los Angeles California	-70.90560683	41.64352992	NA	NA	8
Back in sunny swansea #holidayblues	Swansea	-3.81288995	51.61673438	NA	NA	8
Having second thoughts about going to the game tonight.... It's gonna be cold lol	Kentucky	-85.0183896	38.44548965	NA	NA	8
So they're calling for snow in the Burg on Wednesday. Í¾_ÍÙ•	828 / 864 / 303	-81.97108231	35.00776662	NA	NA	8
@luke_jones_ gosh. Get the snow shovels out!	Traverse City Michigan	-85.59543758	44.73431212	NA	NA	8
just like the rain outside i'll make your love come down. Í¾_Í__		-84.47552098	39.14385959	NA	NA	8
rain rain rain	Š—¢spilsbyŠ—¢	0.09752582	53.17263156	NA	NA	8
Too bloody cold Í¾_ÍÙâÍ¾_ÍÙâ I don't wanna go outside	Sydenham, London	-0.23946075	51.44793425	NA	NA	8
no wonder girls want a boyfriend for winter, have you seen the prices of coats in topshopŠ—		-8.61229319	37.1729921	NA	NA	8
Í¾_ÍÙÀ.. Dang it's cold today.	ŠÈ 	-147.6209079	64.82399732	NA	NA	8
#DearWSU my uggs are ruined bc freak rain storms and the lack of overhead walk ways	Pullman, WA	-117.1699985	46.71319305	NA	NA	8
#brothers #_à_Ù___ç #‹ä_ç‹—_µ_Ž___ç #sleepy #wildlife #cold #summer #beer #_Ž‹Û__ #halloween #dog #appitme #____‹ä‹‹ä_çŠ—_ http://t.co/BqWVujyBdQ		28.6638236	50.24487216	NA	NA	8
We California people give off the illusion that we know how to dress warm but really we don't		-87.88498406	41.98163287	NA	NA	8
Just went for a run, locked myself out, stood in the rain for 20 minutes hoping someone would let me in, then knocked on a guys window.		-72.25182972	41.80499327	NA	NA	8
Oh shit it is gunna snow next week		-76.54577765	38.93297619	NA	NA	8
Intense rain = intense traffic! Keep safe everyone! (@ Maniego's Residence) http://t.co/rtq1UJpl8H	Manila, philippines	120.9589496	14.61908342	14.5995124	120.9842195	8
So I guess I'm not sleeping tonight because of this dumb cold/flu. Is it acceptable to offer myself to a serial killer now or	ellensburg, wa	-120.5444364	47.02151073	46.9965144	-120.5478474	8
November rain~	TNJ-KNO	98.62141	3.61148	NA	NA	8
OH good jesus! I think my #eczema flaring up again! What is it about the winter that makes it happen!	cork ireland	-8.47916959	51.89289918	51.8968917	-8.4863157	8
It's so cold Í¾_ÍÙ_Š_Ü´Ù		-98.22878055	26.28454093	NA	NA	8
So cold fak	Philippines	121.0787393	14.60671694	12.879721	121.774017	8
Went to sleep fully clothed &amp; warm &amp; alone,  woke up naked &amp; cold &amp; alone.	Laaaaweezzzyyana	-93.71577211	32.59775815	NA	NA	8
the only thing i miss about being in highschool is YL and windy gap lol		-83.89680379	35.91347847	NA	NA	8
baby you winter time cold	937 OHIO	-84.11313495	39.81391673	NA	NA	8
Inpatients looks like coffee on your white scarf and a burnt tongue. Happy Friday.	Chicago	-87.65292839	41.92532614	NA	NA	8
Everyone wants a life without pain, but there is no rainbow without rain...	Wolverhampton (West Midlands)	-2.09466	52.54032	NA	NA	8
Here comes the lightening thunder snow and rain again in cleveland. Convinced that's gonna be the first city to go when the world ends. ŠÜ´ÙŠ_´Ù		-81.82190296	41.37392271	NA	NA	8
Though I plan on being a snow princess with tan skin	Newport, RI	-71.53395904	41.49213186	NA	NA	8
Š—“@LadyKillinBUCKZ: "@Mvrlyn_xo: What's all this snow talk ? I don't see shit" whaaaaŠ— up in New York it's snowing bÍ¾_ÍÙ•		-76.1825633	43.00693811	NA	NA	8
Constantly cold or tired		-1.96276591	53.43999604	NA	NA	8
@ThatKidDolf im fucking cold lol		-87.90677877	42.02115961	NA	NA	8
@AndrewFreiden U r forecasting snow in Nov, but won't go on an Alaskan cruise?  Really?? #bringacoat	Virginia	-77.61161362	37.65209232	NA	NA	8
This rain tho	England,London	0.07448075	51.40916111	NA	NA	8
One reason I love winter: it gives the excuse to cuddle, who doesn't wanna cuddle with someone when its cold as shit outside!	Kansas city	-94.4489167	39.0478673	NA	NA	8
Š—“@_Babito: Odee coldŠ—	Reading , PA	-75.92711767	40.35587955	NA	NA	8
One day your screaming you love me loud, the next day you so cold....	Š_MNL  	120.5399414	14.67587852	NA	NA	8
Alguien dijo lluvia? Š…”#Bogota #sky #rain @ Biblioteca Luis ’ngel Arango http://t.co/CQJdgORuxz	Medellin 3/4 ; Bogot’ 1/4	-74.07289267	4.5970225	4.7481545	-74.1449261	8
Mana tempat jual sweater yang mampu milik?	Malaysia 	101.6436318	3.11968119	4.210484	101.975766	8
Really done with this weather why isn't it cold yet, c'mon California.	Eric Forman's Basement	-117.0548086	33.14831732	NA	NA	8
Shaving this morning plus cold winter makes my skin scream for moisturiser. Luckily I have shit loads. I'm moisturiser king.	Dublin, Ireland	-6.28199779	53.348394	53.3498053	-6.2603097	8
Its so windy out here. I feel like I'm at the beach!!!!	Quezon City	121.0826117	14.60753556	14.6760413	121.0437003	8
So I want the snow for snowboarding but then I don't cuz I want to play soccer		-83.09904265	42.63921563	NA	NA	8
The song "sunny and 75" is such a tease. I would love sunny and 75 right now!	Lincoln, Nebraska 	-88.28994141	40.13303654	40.806862	-96.681679	8
Sooo glad I'm not home cause if I saw snow id prob flip		-71.38686671	42.46264659	NA	NA	8
@hooper_sam have to stop nan doing that rain dance,all the flowers are wilting.		1.27087644	51.85792319	NA	NA	8
November rain..vorrei come colonna sonora di questa serata quella bellissima canzoneŠ_´Ù	Instagram:valdelpia	9.16707805	45.45443119	NA	NA	8
Wish I was home, in my bed, with my electric blanket.	Des Moines, IA	-93.62357261	41.61749079	NA	NA	8
this classroom is too cold. no acÍ¾_Í_Ä		-157.8176929	21.29896244	NA	NA	8
The weather sucks down here 75Îç and sunny ...	Pensacola banger mane!	-82.38330792	29.61885342	NA	NA	8
&amp; baby everything I have is yours, you will never go cold or hungryy	K-town	48.06926323	29.33288443	NA	NA	8
Everyone be jealous. My boyfriend bought me a lion king sweater. Because he's the best	Hereford, Texas	-101.9019036	35.17676018	NA	NA	8
@AlanCarr oh I hated PE &amp; games running round a freezing cold playground the teachers thought  fresh air was good for us #sadisticbuggers		-2.18634522	52.2144574	NA	NA	8
@ErikaWeitzel @MeganBanahan @heehaw31 @mere_parks your welcome to come the next time!! U bring the pumpkin pie!!!		-81.42940217	40.81099487	NA	NA	8
Fuck this shit. It's winter out pool doesn't need this. http://t.co/jGh6VFnyfu	Florida	-84.33000293	30.19603542	NA	NA	8
I wanna go to the game but it's gonna be so cold		-77.63356369	38.2852409	NA	NA	8
"Do you guys know where I can get snow?" Í¾_ÍÙ_Š“  it's summer... "Cocaine.." Ohhhh lmfao.. Í¾_ÍÙä	bostonŠ“_´Ù	-70.96499666	42.45649403	NA	NA	8
It's so cold .	Worcester MA	-71.81696328	42.25695006	NA	NA	8
Looking for that perfect pie pumpkin or some delicious local apples, stop by this weekend and stock up! We have plenty of yummy cider too!	Germantown, Maryland	-77.22303467	39.22145066	NA	NA	8
@npratc If my holiday pralines are impacted by #China eating all of the pecans, I am going to be very disappointed. #tradewar	Salt Lake City, Utah, USA	-111.8542851	40.76501253	NA	NA	8
I think my brain is saying drink some wine tonight Š…_´Ù	Minneapolis, MN	-93.29333166	44.95555304	NA	NA	8
That mini snow storm was cute, but I can wait till December. ŠÜ´ÙŠ_Ü´Ù		-70.88825712	43.22144439	NA	NA	8
Elevator selfie at radio 104.5 #selfienation #purplerain #goodfriends #wildrompit @ Purple Rain http://t.co/rrxdZUXfnl	Philly	-75.21466	40.012277	NA	NA	8
I can't even buy a scarf with that bye twitter Ihu right now	DALLAS county	-96.78723027	32.82095164	NA	NA	8
My house is so coldŠÜÍ¾_ÍÙ		-73.71865082	42.60302734	NA	NA	8
I Š_´Ù snow		-93.18683122	48.59943508	NA	NA	8
It's too cold but I guess football is worth it. http://t.co/3tvl7360BL	West Virginia	-82.10653778	38.27841604	NA	NA	8
It's a nice cold night #hoodieweather	Myrtle B’åach S’ö 	-79.02399444	33.64463872	NA	NA	8
First I almost get stuck babysitting, I ripped my favorite leather shorts &amp; now I'm shaking with cold sweats &amp; a fever. Fucking miserable.	Ohio	-82.5998682	38.3964314	NA	NA	8
Dear rain, you're raining on my parade. #whatupwiththat	Flower Mound, TX	-97.04423717	33.01708114	NA	NA	8
So cold :/	NOMADEN	107.61771	-6.89104	NA	NA	8
It's going to be a working holiday for me this weekend :) (@ New Delhi Railway Station (NDLS) w/ 2 others) [pic]: http://t.co/yLTud2ahtz	iPhone: 28.672638,77.207489	77.21959102	28.64214053	NA	NA	8
Dinner of course.. It's autumn the place smells of wood snoke. (@ James's Gate) http://t.co/wqhTAHccyY	Roxbury, Boston, USA	-71.11450193	42.30585091	42.3151978	-71.0913748	8
I always wash my car at night in Orwell.. &amp; it's cold as shit	Kirtland Hills, OH	-80.70389899	41.53529892	41.6239365	-81.3070506	8
It's hella cold ŠÜ´Ù		-78.75982794	35.66630623	NA	NA	8
I'm about 73% sure that it's snowing...	Howard, WI 	-90.35930909	44.94495033	44.5623531	-88.0803051	8
Trying to stay warm on this chilly day in cars land Í¾_ÍÙäŠÜ´ÙŠ_Ü´ÙÍ¾_Í_ã barbiedolldiaz @ Disney CaliforniaŠ—_ http://t.co/0jbZGZhbca	it isn't great at all	-117.9189678	33.8079849	NA	NA	8
Being a good daughter and getting pumpkin pie blizzards for my family	Mt. Olive/Edwardsville, IL	-89.760013	39.02206569	39.0161245	-89.7906276	8
How the f did I used to spend my winter nights drinking outside when I can't even last 5 mins outside without dying from the cold now		-73.57657914	40.74946385	NA	NA	8
Set fire to the rain - Adele #MixFmBrasil	S’£o Vicente. S’£o Paulo. Brasil	-46.456262	-23.9534904	-23.9629754	-46.3918028	8
@Not_Leigh hashtag pumpkin spice latt’© hashtag uggs hashtag leggings	Mizzou-rah	-92.37934646	38.97986405	NA	NA	8
It's cold outside		-74.0059584	40.28260382	NA	NA	8
Finally at home in my warm PJ's&gt;	Arlington, TX	-97.09414621	32.77564147	NA	NA	8
Im so cold when 4th quarter ended I left so fast. I didnt tell nobody congratulations or celebrate the win.... #ToColdForThat	#FindDashadSageSmith	-78.4820727	38.0238328	NA	NA	8
Š—“@lil_trent3: I wish i could things back in my life but the bad leaves and the good staysŠ—	Waterloo, NY	-76.90475605	42.90038232	NA	NA	8
Don't ever get into love, you might wind up breaking something! You know.. Dry wall, knuckles, hearts. That sort of stuff. HaÍ¾_Í‚_Í¾_Í_ÇÍ¾_Í‚åÍ¾_Í_”		-88.48738373	34.61217987	NA	NA	8
Fuck this cold weather if it's not snowing		-76.76015739	39.30667005	NA	NA	8
Too happy, too cold, and too proud to be a bison.		-86.58895346	36.33857672	NA	NA	8
When you're thirsty I'll be rain, when you get hurt I'll take the pain.... When you get worried, I'll be your soldier		-71.04043979	42.07811084	NA	NA	8
this is really depressing, take me to winter lights ugh		-121.4096723	37.71253905	NA	NA	8
@RobotThomas up to 42 deg in places ! Yep a tad warm	Vryheid KZN 	30.79681752	-27.77183658	NA	NA	8
@kkerrifidalgo yes! We gotta chill as soon as my fam leaves back to Portugal		-70.92862702	41.59584194	NA	NA	8
Cozy at home on this stormy Friday night.Í¾_Í±‘Í¾_Í_“ #cuddletime #movienight	Honolulu HI	-157.7941745	21.28162357	NA	NA	8
It's cold as a brick outchea and the ops is out Í¾_Í±ÂÍ¾_Í_åÍ¾_Í_–Í¾_Í_–Í¾_Í_”		-77.95088989	39.47816484	NA	NA	8
Udah niat pake baju nuansa fall-winter karna ngira bakal dingin/hujan, eh tau-taunya malah terik -_-	Plat B.	106.87953	-6.28971	NA	NA	8
Im cold, wtf! Specially my feet but I refuse to sleep with socks on that's annoying and uncomfortable!!		-94.14360426	30.11215151	NA	NA	8
Yang versi anime aja bikin nangis hiks ,winter sonata daebak!!	Lampung,Indonesia	104.8973642	-4.831455	NA	NA	8
RT: @breannamackie: I wish I could be half as cold as you	Orange County	-117.9279688	33.79348547	NA	NA	8
Raise your words not your voice. It is the rain that grows flowers not the thunder... http://t.co/VS1wOLjwOh	Cardiff	-3.19189866	51.53583395	NA	NA	8
#satchatUK good morning, loving the light dusting of snow this morning #snow #lakedistrict http://t.co/AtGdpzWATc	WSM Somerset	-3.21952998	54.68355987	NA	NA	8
Fasta rain... Y u taking forever in loading	HOME	101.6088859	3.0976421	NA	NA	8
OMG it's cold af n my house		-84.60502972	42.69806438	NA	NA	8
Rain, rain go away!	Philippines	120.5977963	15.0980868	12.879721	121.774017	9
Fuck that it's just too cold.		-83.62177388	42.25458148	NA	NA	9
My journey at lampung island #holiday  #sumer  #2013 @ Pulau Sebesi Lampung http://t.co/fUuRFXU1jK	jakarta	106.8192233	-6.36742048	-6.211544	106.845172	9
As soon as I need to leave for work that's when it starts to rain, convenient	Brighton	-0.21525792	50.85037094	50.82253	-0.137163	9
@meghannveronica @blaynebabyy I'm in winter park. Í¾_ÍÙ«		-81.37433481	28.58318437	NA	NA	9
I seriously underestimated how warm my spider jacket is capable of being #dying #onfire Í¾_Í‚Ç	Purdue University	-86.91632451	40.42445171	40.428832	-86.9132301	9
"It's frozen ice balls not snow" like stfu before I freeze your balls off. Go watch your anime porn ya freak #goodriddance	RIT	-77.67795804	43.08385856	43.0832027	-77.6756115	9
I really hope she does, I think It'd be good for her and I since I won't be home for Thanksgiving or Christmas.	.	-101.899475	33.60902605	NA	NA	9
My project I painted and drew . We had to use the word warm . #fire http://t.co/snyOZvpi7Q	With the Sea 	-118.1760929	34.59206539	51.187339	1.3975155	9
